,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
28,santa cruz,-17.8,-63.1667,69.8,60,75,11.5,BO,1619674024
29,provideniya,64.3833,-173.3,33.8,60,0,11.18,RU,1619674024
30,hambantota,6.1241,81.1185,87.8,74,40,10.36,LK,1619674025
31,ancud,-41.8697,-73.8203,59.0,100,90,10.36,CL,1619674025
32,la rioja,42.25,-2.5,48.2,93,75,5.75,ES,1619674025
33,hobbs,32.7026,-103.136,53.01,93,90,10.36,US,1619674026
34,thompson,55.7435,-97.8558,19.4,63,1,5.03,CA,1619674026
35,chern,53.4523,36.9145,40.48,76,83,6.96,RU,1619674027
36,vaini,-21.2,-175.2,77.0,88,75,5.75,TO,1619674027
37,qaanaaq,77.484,-69.3632,18.95,84,98,7.52,GL,1619674027
38,sobolevo,54.4299,31.8996,41.27,75,83,7.11,RU,1619674028
39,azare,11.6765,10.1948,76.77,11,78,7.07,NG,1619674028
40,bilma,18.6853,12.9164,81.84,10,5,7.14,NE,1619674028
41,moa,20.6569,-74.9403,76.28,81,43,13.85,CU,1619674029
42,kununurra,-15.7667,128.7333,93.2,52,40,4.61,AU,1619673846
43,debre tabor,11.85,38.0167,61.02,58,94,0.78,ET,1619674030
44,port moresby,-9.4431,147.1797,77.0,94,90,11.5,PG,1619674030
45,fortuna,40.5982,-124.1573,51.01,100,90,4.54,US,1619674030
46,cape town,-33.9258,18.4232,57.99,94,40,11.5,ZA,1619674031
47,ribeira grande,38.5167,-28.7,58.62,71,41,12.64,PT,1619674031
48,liwale,-9.7667,37.9333,70.34,95,68,4.79,TZ,1619674032
49,parabel,58.6978,81.4825,48.63,82,100,14.14,RU,1619674032
50,albany,42.6001,-73.9662,57.0,89,88,2.55,US,1619673809
51,victoria,22.2855,114.1577,80.01,64,40,1.01,HK,1619674001
52,sungaipenuh,-2.0833,101.3833,74.8,81,100,3.13,ID,1619674033
53,nishihara,26.1842,127.7558,68.0,94,90,14.97,JP,1619674033
54,qinhuangdao,39.9317,119.5883,64.62,31,90,6.31,CN,1619674033
55,bucerias,20.75,-105.3333,77.0,78,90,2.62,MX,1619674034
56,jamestown,42.097,-79.2353,60.8,94,40,6.91,US,1619673883
57,nalut,30.3333,10.85,83.5,23,94,14.47,LY,1619674034
58,byron bay,-28.65,153.6167,71.6,64,100,10.36,AU,1619674035
59,kyra,49.5776,111.9753,43.14,23,5,9.48,RU,1619674035
60,kapaa,22.0752,-159.319,69.8,94,90,10.36,US,1619674035
61,tuktoyaktuk,69.4541,-133.0374,26.6,74,40,16.11,CA,1619674036
62,chokurdakh,70.6333,147.9167,27.16,92,99,11.39,RU,1619674036
63,grand baie,-20.0182,57.5802,78.01,87,68,8.01,MU,1619674036
64,doka,13.5167,35.7667,88.54,31,15,10.96,SD,1619674037
65,ilulissat,69.2167,-51.1,28.4,86,75,3.44,GL,1619674037
66,kavieng,-2.5744,150.7967,84.52,66,94,11.23,PG,1619673790
67,paita,-5.0892,-81.1144,69.19,78,91,11.05,PE,1619674038
68,georgetown,5.4112,100.3354,89.6,62,40,6.91,MY,1619674038
69,dabwali,29.95,74.7333,103.51,10,30,9.95,IN,1619674038
70,puerto del rosario,28.5004,-13.8627,62.6,77,20,6.91,ES,1619674039
71,clyde river,70.4692,-68.5914,23.0,100,90,14.97,CA,1619674039
72,yar-sale,66.8333,70.8333,20.07,90,87,7.09,RU,1619674040
73,ilhabela,-23.7781,-45.3581,68.25,84,92,4.38,BR,1619674040
74,jining,35.405,116.5814,80.24,16,81,18.21,CN,1619674040
75,kota,25.1833,75.8333,102.83,9,3,12.75,IN,1619674041
76,komsomolskiy,40.4272,71.7189,84.2,20,0,2.3,UZ,1619674041
77,fredericksburg,38.3032,-77.4605,75.2,53,40,9.22,US,1619673927
78,roswell,34.0232,-84.3616,66.99,88,1,5.82,US,1619674042
79,troitsko-pechorsk,62.7084,56.1964,38.91,73,100,6.15,RU,1619674042
80,comodoro rivadavia,-45.8667,-67.5,57.2,58,0,4.61,AR,1619674043
81,yellowknife,62.456,-114.3525,21.2,63,75,11.5,CA,1619674043
82,hithadhoo,-0.6,73.0833,84.27,70,48,9.26,MV,1619674043
83,belmonte,-15.8631,-38.8828,73.4,88,75,4.61,BR,1619674044
84,hoquiam,46.9809,-123.8893,53.01,82,1,0.72,US,1619674044
85,guerrero negro,27.9769,-114.0611,59.18,83,0,12.08,MX,1619674044
86,atuona,-9.8,-139.0333,79.61,73,26,12.35,PF,1619674045
87,chuy,-33.6971,-53.4616,53.11,89,1,5.17,UY,1619674045
88,chapais,49.7834,-74.8492,37.4,81,1,3.44,CA,1619674045
89,kodiak,57.79,-152.4072,42.8,87,90,13.8,US,1619674046
90,hobart,-42.8794,147.3294,68.0,42,40,13.8,AU,1619674046
91,fushun,41.8558,123.9233,51.8,71,20,8.95,CN,1619674046
92,fecamp,49.7579,0.3746,42.8,81,90,8.05,FR,1619674047
93,dikson,73.5069,80.5464,17.33,87,96,9.28,RU,1619674047
94,cayenne,4.9333,-52.3333,77.0,88,90,4.61,GF,1619674048
95,buraydah,26.326,43.975,80.6,44,0,6.91,SA,1619674048
96,norman wells,65.282,-126.8329,26.6,50,20,13.8,CA,1619674048
97,skibbereen,51.55,-9.2667,42.8,81,75,8.05,IE,1619674049
98,longyearbyen,78.2186,15.6401,19.4,58,40,17.27,SJ,1619674049
99,belyy yar,53.6039,91.3903,57.2,38,0,2.24,RU,1619674049
100,yerbogachen,61.2767,108.0108,37.65,48,24,7.29,RU,1619674050
101,zachepylivka,49.1939,35.2394,47.98,57,8,8.9,UA,1619674050
102,vardo,70.3705,31.1107,26.6,74,40,12.66,NO,1619674051
103,khatanga,71.9667,102.5,34.14,98,100,8.34,RU,1619674051
104,husavik,66.0449,-17.3389,23.0,93,0,3.44,IS,1619674052
105,abdanan,32.9926,47.4198,70.52,28,0,6.73,IR,1619674052
106,airai,-8.9266,125.4092,76.6,43,61,2.53,TL,1619674052
107,vestmannaeyjar,63.4427,-20.2734,42.71,72,100,8.95,IS,1619674053
108,sayyan,15.1718,44.3244,60.71,60,8,1.81,YE,1619674053
109,mar del plata,-38.0023,-57.5575,63.0,94,0,8.05,AR,1619674053
110,stralsund,54.3091,13.0818,46.99,73,100,1.01,DE,1619674054
111,misratah,32.3754,15.0925,70.48,62,79,0.49,LY,1619674054
112,eydhafushi,5.1033,73.0708,84.07,70,59,8.52,MV,1619674054
113,zhangye,38.9342,100.4517,74.07,9,0,22.55,CN,1619674055
114,koungou,-12.7336,45.2042,86.0,74,75,9.22,YT,1619674055
115,port hedland,-20.3167,118.5667,91.4,29,0,18.41,AU,1619674055
116,hermanus,-34.4187,19.2345,55.99,91,29,8.59,ZA,1619674056
117,ghanzi,-21.5667,21.7833,62.1,66,5,6.96,BW,1619674056
118,leh,34.1667,77.5833,43.84,37,54,2.53,IN,1619674057
119,san patricio,28.017,-97.5169,77.0,94,90,12.66,US,1619674057
120,feodosiya,45.0333,35.3833,52.56,78,84,8.03,UA,1619674057
121,yining,29.0361,114.5636,79.68,38,59,6.42,CN,1619674058
122,richards bay,-28.783,32.0377,66.87,92,6,8.5,ZA,1619674020
123,macrohon,10.0797,124.9431,84.02,66,32,4.25,PH,1619674058
124,kalamata,37.0389,22.1142,66.0,88,20,4.61,GR,1619674059
125,san fernando,15.0286,120.6898,93.2,49,75,4.61,PH,1619674059
126,tiksi,71.6872,128.8694,31.48,84,16,6.69,RU,1619674060
127,inirida,3.8653,-67.9239,71.73,98,89,1.97,CO,1619674060
128,sarangani,5.4033,125.4636,83.34,74,96,9.46,PH,1619674060
129,zhigansk,66.7697,123.3711,32.27,98,52,3.8,RU,1619674061
130,nikolskoye,59.7035,30.7861,39.99,60,0,6.71,RU,1619674061
131,aksarka,66.5606,67.7975,25.5,86,99,10.47,RU,1619674061
132,eha amufu,6.6592,7.7596,76.48,78,100,4.92,NG,1619674062
133,leningradskiy,69.3833,178.4167,27.66,74,100,1.1,RU,1619674062
134,clovis,36.8252,-119.7029,73.4,25,40,4.21,US,1619673960
135,port hardy,50.6996,-127.4199,48.2,93,90,8.05,CA,1619674063
136,poltavka,54.3663,71.7632,57.43,46,98,14.52,RU,1619674063
137,gympie,-26.1898,152.665,70.0,86,91,1.99,AU,1619674064
138,nantucket,41.2835,-70.0995,48.2,100,90,6.91,US,1619674064
139,ondjiva,-17.0667,15.7333,66.56,45,70,2.01,AO,1619674064
140,basco,20.4487,121.9702,80.02,64,74,4.85,PH,1619674065
141,catende,-8.6667,-35.7167,71.17,96,53,1.83,BR,1619674065
142,bairiki,1.3292,172.9752,86.0,74,40,8.05,KI,1619674065
143,bredasdorp,-34.5322,20.0403,53.6,94,17,6.91,ZA,1619674066
144,liepaja,56.5419,21.0367,41.0,75,90,6.91,LV,1619674066
145,puerto ayora,-0.7393,-90.3518,74.8,90,35,4.97,EC,1619674066
146,namatanai,-3.6667,152.4333,85.41,66,66,11.27,PG,1619674067
147,port macquarie,-31.4333,152.9167,72.0,61,16,1.01,AU,1619673825
148,quiroga,19.6667,-101.5333,71.6,37,40,5.75,MX,1619674067
149,sao joao da barra,-21.6403,-41.0511,72.34,77,93,6.73,BR,1619674068
150,flin flon,54.7682,-101.865,23.36,78,59,4.61,CA,1619674068
151,pisco,-13.7,-76.2167,63.0,93,23,1.01,PE,1619674069
152,saint george,37.1041,-113.5841,69.8,21,1,21.85,US,1619674069
153,kardamaina,36.7814,27.1425,64.4,52,40,16.11,GR,1619674069
154,isangel,-19.55,169.2667,78.8,61,20,11.5,VU,1619674070
155,kolyshley,52.7005,44.5367,43.61,64,7,8.1,RU,1619674070
156,atar,20.5169,-13.0499,76.23,33,25,6.71,MR,1619674070
157,halifax,44.6453,-63.5724,46.99,76,100,4.45,CA,1619674061
158,hazorasp,41.3194,61.0742,73.4,40,90,18.41,UZ,1619674071
159,lagoa,39.05,-27.9833,57.99,65,68,9.53,PT,1619674071
160,aklavik,68.2191,-135.0107,35.6,60,23,9.22,CA,1619674072
161,vila velha,-20.3297,-40.2925,78.01,88,75,1.14,BR,1619673961
162,esperance,-33.8667,121.9,86.0,14,98,23.02,AU,1619674072
163,liverpool,53.4106,-2.9779,41.0,75,54,8.05,GB,1619674073
164,eyl,7.9803,49.8164,85.05,68,61,6.42,SO,1619674073
165,tasiilaq,65.6145,-37.6368,30.2,100,90,1.14,GL,1619674074
166,lavrentiya,65.5833,-171.0,24.35,80,7,5.73,RU,1619674074
167,saint-philippe,-21.3585,55.7679,82.4,69,0,18.41,RE,1619674074
168,bethel,41.3712,-73.414,60.8,88,1,5.55,US,1619674075
169,tigil,57.8,158.6667,42.04,90,100,4.41,RU,1619674075
170,molo,-0.2479,35.7374,55.44,83,81,4.47,KE,1619674075
171,hilo,19.7297,-155.09,78.8,65,90,3.44,US,1619673851
172,souillac,-20.5167,57.5167,80.6,83,40,16.11,MU,1619674076
173,bah,26.87,78.5975,105.75,6,77,6.17,IN,1619674076
174,asmar,35.0333,71.3581,82.45,25,10,2.95,AF,1619674077
175,severo-kurilsk,50.6789,156.125,37.69,83,93,5.17,RU,1619674077
176,southbridge,42.0751,-72.0334,53.01,96,47,0.83,US,1619674078
177,hami,42.8,93.45,78.93,11,44,9.44,CN,1619674078
178,diamantina,-18.2494,-43.6003,58.64,93,87,4.38,BR,1619674078
179,sumenep,-7.0167,113.8667,85.42,64,33,9.13,ID,1619674079
180,teodoro sampaio,-22.5325,-52.1675,56.62,61,14,3.85,BR,1619674079
181,torbay,47.6666,-52.7314,37.99,93,75,12.66,CA,1619674080
182,axim,4.8699,-2.2405,80.01,83,100,5.77,GH,1619674080
183,pascagoula,30.3658,-88.5561,73.4,94,1,10.36,US,1619674080
184,pacific grove,36.6177,-121.9166,59.0,63,1,1.68,US,1619674081
185,matay,28.419,30.7792,74.53,27,0,8.9,EG,1619674081
186,shache,38.4167,77.2406,79.12,8,0,1.63,CN,1619674081
187,kayerkan,69.3497,87.7602,32.54,97,100,10.16,RU,1619674082
188,hasaki,35.7333,140.8333,63.0,94,75,11.5,JP,1619674082
189,akdepe,42.0551,59.3788,71.6,40,90,23.02,TM,1619673975
190,maceio,-9.6658,-35.7353,75.2,94,40,2.3,BR,1619674083
191,imbituba,-28.24,-48.6703,66.2,77,0,10.36,BR,1619674083
192,tual,-5.6667,132.75,83.55,69,59,4.12,ID,1619674083
193,santa marta,11.2408,-74.199,82.0,77,95,9.71,CO,1619674084
194,nome,64.5011,-165.4064,28.4,69,20,17.27,US,1619673854
195,narsaq,60.9167,-46.05,35.6,87,90,4.61,GL,1619674084
196,tucuman,-26.8241,-65.2226,59.0,88,0,5.75,AR,1619674085
197,burnie,-41.0667,145.9167,64.0,76,57,7.0,AU,1619674085
198,mabaruma,8.2,-59.7833,75.0,90,100,3.33,GY,1619674085
199,sibolga,1.7427,98.7792,84.13,74,100,4.38,ID,1619674086
200,mattru,7.6244,-11.8332,76.1,89,80,1.77,SL,1619674086
201,bud,39.447,-86.1758,66.0,99,100,12.15,US,1619674087
202,kailua,21.4022,-157.7394,73.4,88,90,10.36,US,1619674087
203,arraial do cabo,-22.9661,-42.0278,70.92,79,98,5.95,BR,1619674087
204,sampit,-2.5333,112.95,88.5,60,88,3.2,ID,1619674088
205,paderno dugnano,45.5731,9.1634,55.4,94,75,5.75,IT,1619674088
206,cidreira,-30.1811,-50.2056,62.26,85,14,5.99,BR,1619674089
207,sabang,5.8933,95.3214,83.03,71,100,3.65,ID,1619674089
208,diapaga,12.0708,1.7889,82.35,54,54,8.66,BF,1619674089
209,bac lieu,9.285,105.7244,89.4,57,96,14.36,VN,1619674090
210,garissa,-0.4536,39.6401,80.08,77,86,12.97,KE,1619674090
211,daru,-9.0763,143.2092,77.58,85,99,1.43,PG,1619674091
212,cockburn town,21.4612,-71.1419,77.59,76,70,20.85,TC,1619673824
213,yaan,7.3833,8.5667,76.06,77,100,3.71,NG,1619674091
214,ishigaki,24.3448,124.1572,73.4,73,75,13.8,JP,1619674092
215,lukovetskiy,64.2956,41.9211,37.4,60,75,4.47,RU,1619674092
216,prince rupert,54.3161,-130.3201,50.0,87,90,19.57,CA,1619674092
217,whitehaven,54.549,-3.5841,33.01,90,41,9.91,GB,1619674093
218,faya,18.3851,42.4509,62.6,72,40,11.5,SA,1619674093
219,larsnes,62.2028,5.5773,41.0,86,0,11.95,NO,1619674093
220,brigantine,39.4101,-74.3646,69.8,68,1,4.61,US,1619674094
221,cap malheureux,-19.9842,57.6142,78.01,87,76,8.01,MU,1619674094
222,kushima,31.4583,131.2333,62.6,82,75,4.61,JP,1619674094
223,kalevala,65.2,31.1667,29.75,75,99,4.74,RU,1619674095
224,pevek,69.7008,170.3133,25.47,83,99,4.5,RU,1619674095
225,imeni poliny osipenko,52.4201,136.4853,32.41,98,100,13.33,RU,1619674095
226,lompoc,34.6391,-120.4579,54.0,87,0,3.44,US,1619674096
227,abalak,58.1286,68.5944,48.99,39,75,12.91,RU,1619674096
228,east london,-33.0153,27.9116,62.6,82,75,10.36,ZA,1619674096
229,embonas,36.2269,27.8564,68.0,45,20,5.75,GR,1619674097
230,vostok,46.4856,135.8833,52.66,21,5,8.25,RU,1619674097
231,bambous virieux,-20.3428,57.7575,80.6,83,40,16.11,MU,1619674098
232,cuauhtemoc,28.4167,-106.8667,45.0,39,10,3.0,MX,1619674098
233,baruun-urt,46.6806,113.2792,40.24,19,13,13.85,MN,1619674098
234,whitianga,-36.8333,175.7,61.0,76,27,1.32,NZ,1619674099
235,nemuro,43.3236,145.575,57.2,54,75,11.5,JP,1619674099
236,taree,-31.9,152.4667,71.6,64,15,11.5,AU,1619674099
237,mendeleyevo,56.0333,37.2167,39.2,70,0,6.71,RU,1619674100
238,geraldton,-28.7667,114.6,80.6,36,100,10.36,AU,1619674100
239,broome,42.2506,-75.833,59.0,94,1,5.75,US,1619674100
240,aykhal,66.0,111.5,32.18,87,6,14.43,RU,1619674101
241,shirokiy,49.758,129.523,55.78,20,4,9.31,RU,1619674101
242,malindi,-3.2175,40.1191,80.19,79,53,10.11,KE,1619674101
243,coquimbo,-29.9533,-71.3436,55.4,94,90,1.52,CL,1619674102
244,robertsport,6.7533,-11.3686,81.27,78,93,5.3,LR,1619674102
245,kismayo,-0.3582,42.5454,84.4,71,25,7.78,SO,1619674103
246,lasa,46.6166,10.7002,54.0,93,75,5.75,IT,1619674103
247,mogadishu,2.0371,45.3438,86.0,66,75,5.75,SO,1619674103
248,cabo san lucas,22.8909,-109.9124,69.01,74,18,1.99,MX,1619673822
249,trairi,-3.2778,-39.2689,75.96,88,100,5.1,BR,1619673945
250,chute-aux-outardes,49.1168,-68.399,37.4,75,1,4.61,CA,1619674104
251,castro,-24.7911,-50.0119,51.64,95,24,6.69,BR,1619673948
252,siilinjarvi,63.0833,27.6667,32.0,74,0,3.44,FI,1619674104
253,businga,3.3333,20.8833,69.26,96,100,0.51,CD,1619674105
254,dandong,40.1292,124.3947,62.64,38,84,15.68,CN,1619674105
255,sao filipe,14.8961,-24.4956,72.28,78,60,8.46,CV,1619674106
256,flinders,-34.5833,150.8552,73.0,63,61,1.99,AU,1619674106
257,tura,25.5198,90.2201,98.02,20,43,5.73,IN,1619674106
258,dali,25.7,100.1833,66.72,51,82,3.18,CN,1619674107
259,gewane,10.1664,40.6453,70.88,88,100,6.91,ET,1619674107
260,vila franca do campo,37.7167,-25.4333,57.2,67,75,3.44,PT,1619674108
261,coahuayana,18.7333,-103.6833,73.15,90,55,0.87,MX,1619674108
262,kaitangata,-46.2817,169.8464,59.0,70,89,13.0,NZ,1619674108
263,qujing,25.4833,103.7833,72.25,31,36,1.79,CN,1619674109
264,oksfjord,70.2396,22.3479,27.0,80,75,3.44,NO,1619674109
265,tecoanapa,16.5167,-98.75,79.59,75,47,5.14,MX,1619674109
266,rocha,-34.4833,-54.3333,52.86,90,0,4.09,UY,1619674110
267,gazanjyk,39.2446,55.5154,68.59,49,100,14.97,TM,1619674110
268,padang,-0.9492,100.3543,83.48,77,100,4.99,ID,1619674110
269,lovosice,50.515,14.051,50.0,93,100,20.0,CZ,1619674111
270,parakou,9.3372,2.6303,73.49,89,100,5.28,BJ,1619674112
271,katete,-0.7818,29.7544,63.7,83,100,2.57,UG,1619674112
272,uray,60.1247,64.7758,44.1,68,99,12.12,RU,1619674112
273,hofn,64.2539,-15.2082,35.28,62,84,6.96,IS,1619674113
274,buala,-8.145,159.5921,82.0,77,99,3.76,SB,1619674113
275,dalby,-27.1833,151.2667,75.0,42,96,1.01,AU,1619674113
276,deputatskiy,69.3,139.9,24.42,76,16,2.98,RU,1619674114
277,ilek,51.5271,53.3831,47.37,65,0,7.99,RU,1619674114
278,beloha,-25.1667,45.05,76.86,58,0,5.5,MG,1619674114
279,asau,46.4333,26.4,43.0,61,80,2.73,RO,1619674115
280,ketchikan,55.3422,-131.6461,48.2,93,90,13.8,US,1619674115
281,oranjestad,12.524,-70.027,77.0,78,20,10.36,AW,1619673925
282,antalaha,-14.9003,50.2788,78.03,80,8,6.53,MG,1619674116
283,moerbeke,51.1863,3.9473,46.99,82,94,9.89,BE,1619674116
284,manta,-0.95,-80.7333,77.0,83,75,2.3,EC,1619674116
285,waipawa,-41.4122,175.5153,59.0,72,20,16.11,NZ,1619674117
286,linkoping,58.4109,15.6216,37.4,87,90,5.75,SE,1619674117
287,carutapera,-1.195,-46.02,75.87,87,100,2.37,BR,1619674117
288,newport,51.5877,-2.9984,39.0,88,25,8.32,GB,1619674118
289,havre-saint-pierre,50.2334,-63.5986,39.2,87,90,8.05,CA,1619674118
290,ler,8.3018,30.1418,79.32,66,94,1.99,SS,1619673916
291,necochea,-38.5473,-58.7368,55.0,92,10,1.99,AR,1619674119
292,port-cartier,50.0334,-66.8654,42.01,80,75,4.61,CA,1619674119
293,sikasso,10.9167,-7.0,79.84,62,48,3.76,ML,1619674119
294,manokwari,-0.8667,134.0833,82.85,71,27,4.0,ID,1619674120
295,harper,4.375,-7.7169,79.39,84,88,5.39,LR,1619674120
296,merano,46.6682,11.1595,54.0,94,75,2.3,IT,1619674121
297,santa fe,-31.6333,-60.7,60.01,78,0,1.01,AR,1619674121
298,oriximina,-1.7656,-55.8661,73.18,96,95,1.66,BR,1619674121
299,xining,36.6167,101.7667,66.99,27,0,13.13,CN,1619674122
300,svetlogorsk,52.6333,29.7333,42.08,66,35,7.94,BY,1619674122
301,wanning,18.8003,110.3967,80.92,81,82,6.58,CN,1619674122
302,mount gambier,-37.8333,140.7667,68.0,64,90,8.05,AU,1619674123
303,bandarbeyla,9.4942,50.8122,84.15,72,92,6.78,SO,1619674123
304,sumbe,-11.2061,13.8437,77.85,87,65,3.09,AO,1619674123
305,luderitz,-26.6481,15.1594,57.76,77,20,22.06,NA,1619674124
306,mareeba,-17.0,145.4333,80.01,71,57,5.01,AU,1619674124
307,port blair,11.6667,92.75,85.62,65,73,2.35,IN,1619674124
308,kieta,-6.2167,155.6333,82.04,73,96,1.99,PG,1619674125
309,petropavlovsk-kamchatskiy,53.0452,158.6483,42.8,70,75,13.42,RU,1619674125
310,sharan,54.8167,54.0,44.15,74,87,11.9,RU,1619674126
311,ambilobe,-13.2,49.05,78.3,79,4,3.8,MG,1619674126
312,hastings,50.8552,0.5729,43.0,80,92,5.99,GB,1619674126
313,itaituba,-4.2761,-55.9836,72.37,99,97,1.28,BR,1619674127
314,lazaro cardenas,17.9583,-102.2,76.8,82,77,4.52,MX,1619674127
315,kalmunai,7.4167,81.8167,86.61,63,86,4.63,LK,1619674127
316,constitucion,-35.3333,-72.4167,57.51,66,0,5.26,CL,1619674128
317,slave lake,55.2834,-114.769,24.8,93,75,3.22,CA,1619674128
318,keskin,39.6731,33.6136,69.01,45,100,5.99,TR,1619674129
319,pirai,-22.6292,-43.8981,68.0,94,75,4.61,BR,1619674129
320,saint-joseph,-21.3667,55.6167,82.4,69,0,18.41,RE,1619674129
321,veryi,40.95,23.4,59.0,63,63,0.6,GR,1619674130
322,el estor,15.5333,-89.35,75.79,90,41,1.28,GT,1619674130
323,kirovskiy,45.0917,133.5136,61.38,26,2,5.95,RU,1619674130
324,bonthe,7.5264,-12.505,79.54,79,89,3.04,SL,1619674131
325,san jeronimo,-11.9472,-75.2829,46.85,82,55,0.56,PE,1619674131
326,codrington,-38.2667,141.9667,67.84,52,7,8.28,AU,1619674131
327,nabire,-3.3667,135.4833,87.78,60,22,6.71,ID,1619674132
328,montanha,-18.1269,-40.3633,68.34,96,92,6.24,BR,1619674132
329,ekhabi,53.5102,142.9671,34.14,66,7,11.52,RU,1619674132
330,kuytun,54.3419,101.5036,33.12,99,100,5.95,RU,1619674133
331,lorengau,-2.0226,147.2712,85.15,67,99,6.62,PG,1619674133
332,egvekinot,66.3167,-179.1667,21.45,89,91,2.46,RU,1619674134
333,bathsheba,13.2167,-59.5167,78.8,61,20,18.41,BB,1619674134
334,iqaluit,63.7506,-68.5145,28.4,93,90,8.05,CA,1619673940
335,greenville,35.6127,-77.3663,68.0,73,1,10.36,US,1619673995
336,ciechanow,52.8814,20.62,44.01,75,0,5.75,PL,1619674135
337,amberley,39.2048,-84.428,66.99,100,90,5.73,US,1619674135
338,omboue,-1.5746,9.2618,75.88,93,98,2.8,GA,1619674135
339,puerto gaitan,4.3133,-72.0816,74.32,86,98,5.39,CO,1619674136
340,ucluelet,48.9329,-125.5528,48.99,89,100,7.72,CA,1619674056
341,zhezkazgan,47.8043,67.7144,70.43,41,100,9.98,KZ,1619674136
342,berlevag,70.8578,29.0864,26.6,93,75,11.5,NO,1619674137
343,krasnoarmeysk,51.0239,45.6969,46.89,52,0,8.19,RU,1619674137
344,yumen,40.2833,97.2,75.43,7,8,26.24,CN,1619674137
345,laguna,38.421,-121.4238,66.2,37,1,3.44,US,1619674138
346,carberry,49.8689,-99.3602,28.99,86,1,4.32,CA,1619674138
347,morondava,-20.2833,44.2833,78.48,70,1,5.95,MG,1619674139
348,kruisfontein,-34.0033,24.7314,62.01,76,100,3.0,ZA,1619674139
349,bulgan,48.8125,103.5347,54.77,43,89,22.95,MN,1619674139
350,santa rosa,14.3122,121.1114,93.0,55,20,9.22,PH,1619674140
351,sao francisco de paula,-29.4481,-50.5836,59.0,90,9,1.79,BR,1619674140
352,vrangel,42.7297,133.0839,49.6,52,64,7.36,RU,1619674140
353,sulangan,11.1373,123.7228,81.28,74,28,8.43,PH,1619674141
354,wukari,7.85,9.7833,79.0,71,100,6.51,NG,1619674141
355,gamba,-2.65,10.0,75.61,92,100,3.33,GA,1619674142
356,camacha,33.0833,-16.3333,57.2,82,20,8.05,PT,1619674142
357,kungurtug,50.5994,97.5228,46.85,66,72,14.94,RU,1619674142
358,lagos,6.5833,3.75,75.2,100,20,3.44,NG,1619674143
359,porangatu,-13.4408,-49.1486,71.82,88,99,1.16,BR,1619674143
360,marawi,7.9986,124.2928,84.99,79,94,8.01,PH,1619674143
361,hamilton,39.1834,-84.5333,66.99,100,90,5.99,US,1619673889
362,tessalit,20.1986,1.0114,85.55,11,96,3.85,ML,1619674144
363,kelo,9.3086,15.8066,80.06,59,96,4.7,TD,1619674144
364,bumba,2.1833,22.4667,72.12,95,100,2.64,CD,1619674145
365,balaipungut,1.05,101.2833,86.0,66,20,6.91,ID,1619674145
366,henties bay,-22.116,14.2845,59.0,94,69,1.99,NA,1619674146
367,dubbo,-32.25,148.6167,73.4,33,42,6.91,AU,1619673955
368,jalingo,8.8833,11.3667,81.32,68,100,4.61,NG,1619674146
369,bukachacha,52.9833,116.9167,34.41,64,100,9.19,RU,1619674146
370,nuuk,64.1835,-51.7216,30.2,100,90,4.61,GL,1619674147
